EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Label,PerformanceRating_Label,JobSatisfaction_Label,EnvironmentSatisfaction_Label,WorkLifeBalance_Label,TenureBucket,AgeGroup,IncomeBand,AttritionFlag,SatisfactionIndex,HighRisk,AttritionProb,RiskTier
820,35,No,Travel_Rarely,1137,Research & Development,5,5,Marketing,3,Female,50,2,4,Manufacturing Director,1,Divorced,15024,22579,3,No,20,3,2,3,25,5,2,25,15,6,6,Doctor,Excellent,Low,High,Medium,20+ yrs,26-35,15K+,0,2.0,1,0.4062,Medium
821,27,Yes,Travel_Rarely,595,Research & Development,3,4,Human Resources,2,Male,30,1,4,Healthcare Representative,2,Married,13794,2289,5,No,23,3,3,2,0,2,3,0,0,5,0,Master,Excellent,Medium,Medium,High,<1 yr,26-35,10K-15K,1,2.5,1,0.6671,High
822,58,No,Travel_Frequently,467,Sales,20,5,Marketing,3,Male,67,4,4,Sales Representative,2,Married,14012,7688,3,No,15,3,3,0,7,2,4,7,7,10,0,Doctor,Excellent,Medium,High,Very High,6-10 yrs,55+,10K-15K,0,3.0,1,0.3736,Medium
823,25,No,Travel_Rarely,638,Research & Development,3,5,Life Sciences,1,Male,89,3,3,Laboratory Technician,3,Married,16563,9393,5,No,15,3,2,1,3,1,1,3,0,11,0,Doctor,Excellent,High,Low,Low,1-3 yrs,18-25,15K+,0,1.75,1,0.4823,Medium
824,43,No,Travel_Rarely,736,Research & Development,3,4,Technical Degree,4,Male,43,3,3,Manager,1,Single,16376,11868,9,Yes,23,3,1,3,20,5,4,20,6,1,6,Master,Excellent,Low,Very High,Very High,10-20 yrs,36-45,15K+,0,2.5,1,0.4135,Medium
825,46,No,Travel_Rarely,614,Research & Development,20,3,Technical Degree,2,Male,46,4,1,Laboratory Technician,1,Married,14234,15436,7,No,23,3,4,2,21,5,3,21,19,15,19,Bachelor,Excellent,Low,Medium,High,20+ yrs,46-55,10K-15K,0,2.5,1,0.2648,Low
826,27,Yes,Non-Travel,580,Human Resources,2,2,Medical,4,Female,76,1,2,Human Resources,3,Single,2002,9605,7,No,12,3,2,0,36,4,2,36,7,4,3,College,Excellent,High,Very High,Medium,20+ yrs,26-35,<3K,1,2.75,1,0.5729,Medium
827,34,No,Non-Travel,513,Research & Development,20,2,Medical,2,Female,85,2,4,Research Director,4,Single,6096,13827,5,Yes,21,3,4,2,2,6,1,2,2,5,2,College,Excellent,Very High,Medium,Low,1-3 yrs,26-35,6K-10K,0,2.75,1,0.3908,Medium
828,19,No,Travel_Rarely,327,Research & Development,26,1,Marketing,1,Female,82,2,5,Manager,4,Married,11234,21077,0,Yes,23,4,3,3,18,4,3,18,10,11,7,Below College,Outstanding,Very High,Low,High,10-20 yrs,18-25,10K-15K,0,2.75,1,0.3104,Medium
829,23,Yes,Travel_Rarely,236,Research & Development,27,1,Technical Degree,1,Male,47,2,3,Healthcare Representative,2,Divorced,13730,14985,0,No,25,3,2,3,0,4,3,0,0,1,0,Below College,Excellent,Medium,Low,High,<1 yr,18-25,10K-15K,1,2.0,1,0.7147,High
830,22,No,Travel_Rarely,1363,Research & Development,18,1,Life Sciences,4,Female,98,2,2,Research Scientist,3,Married,3075,14014,2,No,25,3,1,2,28,5,4,28,14,14,5,Below College,Excellent,High,Very High,Very High,20+ yrs,18-25,3K-6K,0,3.0,0,0.308,Medium
831,45,No,Non-Travel,890,Sales,10,2,Other,2,Male,77,4,1,Sales Executive,4,Married,7512,10374,1,No,22,4,4,2,22,5,2,22,17,13,9,College,Outstanding,Very High,Medium,Medium,20+ yrs,36-45,6K-10K,0,3.0,0,0.2664,Low
832,58,Yes,Travel_Frequently,934,Research & Development,24,3,Life Sciences,3,Male,38,1,2,Healthcare Representative,1,Divorced,4996,18734,0,Yes,20,3,3,1,32,2,3,32,11,0,6,Bachelor,Excellent,Low,High,High,20+ yrs,55+,3K-6K,1,2.5,1,0.4823,Medium
833,22,No,Non-Travel,571,Sales,26,2,Life Sciences,2,Female,83,1,4,Manager,3,Divorced,9620,21970,0,No,19,4,3,3,40,3,4,40,14,3,6,College,Outstanding,High,Medium,Very High,20+ yrs,18-25,6K-10K,0,3.0,0,0.3682,Medium
834,35,Yes,Travel_Rarely,617,Sales,21,2,Marketing,3,Male,64,3,2,Sales Representative,4,Married,2419,24299,5,No,13,3,1,3,22,1,1,22,22,13,3,College,Excellent,Very High,High,Low,20+ yrs,26-35,<3K,1,2.25,1,0.4435,Medium
835,43,Yes,Travel_Rarely,404,Research & Development,29,2,Marketing,4,Male,75,3,4,Laboratory Technician,1,Single,13758,7584,6,Yes,22,3,1,2,4,2,4,4,1,14,0,College,Excellent,Low,Very High,Very High,3-6 yrs,36-45,10K-15K,1,2.5,1,0.6748,High
836,37,Yes,Non-Travel,754,Research & Development,7,2,Human Resources,4,Female,30,1,3,Manufacturing Director,3,Divorced,17847,14965,7,Yes,17,3,4,0,6,4,1,6,6,11,6,College,Excellent,High,Very High,Low,3-6 yrs,36-45,15K+,1,3.0,1,0.3453,Medium
837,58,No,Non-Travel,280,Human Resources,27,3,Life Sciences,1,Male,70,3,3,Human Resources,2,Single,18251,21233,2,No,15,3,3,2,5,2,4,5,3,3,3,Bachelor,Excellent,Medium,Low,Very High,3-6 yrs,55+,15K+,0,2.5,1,0.4235,Medium
838,44,Yes,Travel_Rarely,129,Research & Development,20,1,Life Sciences,3,Male,61,1,4,Research Director,2,Married,10803,22819,0,No,20,4,1,2,21,2,2,21,8,3,3,Below College,Outstanding,Medium,High,Medium,20+ yrs,36-45,10K-15K,1,2.0,1,0.4008,Medium
839,29,No,Travel_Rarely,1071,Research & Development,26,5,Marketing,2,Male,69,4,5,Healthcare Representative,1,Single,9542,8404,4,No,20,3,2,3,12,2,4,12,7,0,0,Doctor,Excellent,Low,Medium,Very High,10-20 yrs,26-35,6K-10K,0,2.25,1,0.434,Medium
840,24,No,Travel_Rarely,864,Research & Development,22,1,Marketing,1,Female,40,4,3,Laboratory Technician,4,Married,10172,14159,7,No,15,3,1,1,11,4,2,11,2,2,2,Below College,Excellent,Very High,Low,Medium,10-20 yrs,18-25,10K-15K,0,2.0,0,0.3085,Medium
841,20,No,Travel_Rarely,139,Sales,29,1,Human Resources,4,Female,91,2,5,Sales Executive,4,Single,13410,15499,3,Yes,25,3,2,2,3,3,2,3,2,6,2,Below College,Excellent,Very High,Very High,Medium,1-3 yrs,18-25,10K-15K,0,3.0,1,0.3914,Medium
842,27,No,Travel_Rarely,286,Research & Development,28,5,Human Resources,1,Female,75,1,4,Manufacturing Director,3,Married,8500,22311,1,No,14,3,3,0,7,0,1,7,7,3,0,Doctor,Excellent,High,Low,Low,6-10 yrs,26-35,6K-10K,0,2.0,0,0.3827,Medium
843,51,No,Non-Travel,418,Sales,14,2,Medical,2,Male,77,4,4,Manager,1,Married,12797,24898,8,No,20,3,4,0,36,1,4,36,33,1,25,College,Excellent,Low,Medium,Very High,20+ yrs,46-55,10K-15K,0,2.75,1,0.2979,Low
844,42,No,Travel_Rarely,1350,Human Resources,10,3,Technical Degree,2,Male,72,1,3,Manager,4,Single,11204,25824,8,Yes,16,3,3,2,30,1,4,30,24,7,3,Bachelor,Excellent,Very High,Medium,Very High,20+ yrs,36-45,10K-15K,0,3.25,1,0.5092,Medium
845,52,Yes,Travel_Rarely,831,Sales,20,3,Life Sciences,4,Male,80,3,5,Manager,2,Married,17097,24200,2,No,17,4,3,0,36,6,4,36,3,10,2,Bachelor,Outstanding,Medium,Very High,Very High,20+ yrs,46-55,15K+,1,3.25,1,0.3539,Medium
846,33,No,Travel_Rarely,991,Research & Development,16,1,Life Sciences,1,Male,90,1,4,Laboratory Technician,1,Divorced,4039,16110,6,No,17,3,3,0,25,2,2,25,5,0,5,Below College,Excellent,Low,Low,Medium,20+ yrs,26-35,3K-6K,0,1.75,1,0.4184,Medium
847,19,Yes,Travel_Frequently,423,Sales,6,5,Human Resources,3,Male,71,2,3,Manager,2,Divorced,5348,16939,0,Yes,21,3,3,2,7,3,3,7,2,12,2,Doctor,Excellent,Medium,High,High,6-10 yrs,18-25,3K-6K,1,2.75,1,0.496,Medium
848,41,Yes,Non-Travel,1042,Human Resources,17,4,Human Resources,3,Male,55,2,4,Manager,1,Single,19999,24976,7,Yes,22,3,4,0,39,4,4,39,34,15,34,Master,Excellent,Low,High,Very High,20+ yrs,36-45,15K+,1,3.0,1,0.4023,Medium
849,27,Yes,Travel_Rarely,1166,Research & Development,6,2,Medical,3,Male,40,4,2,Research Director,3,Married,16695,7825,7,Yes,25,3,1,0,32,0,4,32,18,8,11,College,Excellent,High,High,Very High,20+ yrs,26-35,15K+,1,2.75,1,0.5662,Medium
850,55,No,Travel_Rarely,755,Research & Development,22,1,Technical Degree,2,Female,54,3,2,Laboratory Technician,4,Married,3591,5488,2,No,18,3,4,2,28,0,3,28,10,4,0,Below College,Excellent,Very High,Medium,High,20+ yrs,46-55,3K-6K,0,3.25,0,0.3193,Medium
851,39,No,Travel_Rarely,1401,Sales,18,3,Medical,1,Male,69,3,3,Sales Representative,4,Married,16470,3895,4,No,15,3,4,3,4,2,1,4,4,1,3,Bachelor,Excellent,Very High,Low,Low,3-6 yrs,36-45,15K+,0,2.5,0,0.3033,Medium
852,43,No,Travel_Rarely,1442,Research & Development,28,5,Technical Degree,3,Male,54,1,4,Healthcare Representative,4,Single,19999,4908,3,No,17,3,4,1,27,2,4,27,9,12,0,Doctor,Excellent,Very High,High,Very High,20+ yrs,36-45,15K+,0,3.75,0,0.3798,Medium
853,60,No,Travel_Rarely,273,Sales,10,5,Other,1,Male,81,3,3,Sales Representative,2,Married,16994,3411,6,No,22,3,4,1,39,4,3,39,11,13,7,Doctor,Excellent,Medium,Low,High,20+ yrs,55+,15K+,0,2.5,1,0.3222,Medium
854,56,No,Travel_Rarely,784,Research & Development,10,1,Life Sciences,4,Female,32,2,1,Research Scientist,4,Divorced,15424,7457,6,Yes,24,4,1,3,16,6,4,16,13,3,0,Below College,Outstanding,Very High,Very High,Very High,10-20 yrs,55+,15K+,0,3.25,1,0.2644,Low
855,44,No,Travel_Rarely,1164,Sales,9,4,Medical,3,Female,68,4,3,Sales Executive,1,Married,14000,13574,7,No,25,3,3,2,22,4,2,22,17,2,11,Master,Excellent,Low,High,Medium,20+ yrs,36-45,10K-15K,0,2.25,1,0.2975,Low
856,46,Yes,Travel_Rarely,508,Sales,22,3,Human Resources,1,Female,64,4,3,Sales Representative,2,Married,19563,12135,4,No,14,3,1,3,8,5,3,8,7,6,5,Bachelor,Excellent,Medium,Low,High,6-10 yrs,46-55,15K+,1,1.75,1,0.5847,Medium
857,55,No,Travel_Rarely,1446,Sales,28,1,Medical,2,Female,69,4,2,Sales Executive,3,Married,11129,22383,4,No,25,3,1,1,1,4,2,1,1,5,1,Below College,Excellent,High,Medium,Medium,<1 yr,46-55,10K-15K,0,2.0,0,0.3593,Medium
858,37,No,Travel_Rarely,279,Research & Development,15,4,Other,4,Male,51,3,2,Laboratory Technician,2,Single,7650,7448,7,Yes,19,3,3,1,31,2,3,31,8,10,6,Master,Excellent,Medium,Very High,High,20+ yrs,36-45,6K-10K,0,3.0,1,0.4226,Medium
859,44,No,Travel_Rarely,953,Research & Development,11,5,Medical,4,Male,91,3,4,Research Director,3,Married,13394,10847,4,Yes,15,3,1,1,30,3,1,30,14,11,14,Doctor,Excellent,High,Very High,Low,20+ yrs,36-45,10K-15K,0,2.25,1,0.3442,Medium
860,58,Yes,Non-Travel,1282,Sales,29,2,Life Sciences,4,Male,48,2,3,Manager,2,Married,3347,24676,0,No,13,3,4,1,6,2,2,6,6,10,1,College,Excellent,Medium,Very High,Medium,3-6 yrs,55+,3K-6K,1,3.0,1,0.6141,High
861,37,Yes,Non-Travel,136,Research & Development,7,3,Other,4,Male,43,1,3,Laboratory Technician,4,Single,11573,10541,2,No,15,3,4,2,29,6,4,29,25,8,13,Bachelor,Excellent,Very High,Very High,Very High,20+ yrs,36-45,10K-15K,1,4.0,1,0.3706,Medium
862,36,No,Travel_Rarely,505,Research & Development,18,3,Human Resources,2,Male,79,1,4,Research Director,3,Divorced,19327,16658,1,No,19,3,3,1,2,2,3,2,2,3,1,Bachelor,Excellent,High,Medium,High,1-3 yrs,36-45,15K+,0,2.75,0,0.3613,Medium
863,37,No,Travel_Rarely,638,Research & Development,2,4,Human Resources,2,Male,91,4,5,Research Scientist,4,Single,13571,25392,9,No,23,4,3,1,8,0,4,8,6,11,3,Master,Outstanding,Very High,Medium,Very High,6-10 yrs,36-45,10K-15K,0,3.25,0,0.3106,Medium
864,52,No,Travel_Rarely,475,Research & Development,2,1,Marketing,3,Female,72,4,4,Manufacturing Director,2,Divorced,10140,19527,4,No,23,3,3,2,9,4,1,9,9,2,2,Below College,Excellent,Medium,High,Low,6-10 yrs,46-55,10K-15K,0,2.25,1,0.3123,Medium
865,19,No,Travel_Rarely,355,Research & Development,26,5,Other,2,Female,84,3,2,Manufacturing Director,3,Married,18445,18781,7,No,21,3,4,3,25,1,3,25,17,6,12,Doctor,Excellent,High,Medium,High,20+ yrs,18-25,15K+,0,3.0,0,0.2845,Low
866,47,No,Non-Travel,377,Research & Development,13,4,Marketing,2,Female,69,4,2,Research Scientist,1,Single,16429,2645,8,No,18,3,3,2,0,4,1,0,0,5,0,Master,Excellent,Low,Medium,Low,<1 yr,46-55,15K+,0,1.75,1,0.4064,Medium
867,51,No,Travel_Rarely,348,Sales,11,2,Marketing,4,Female,41,2,3,Sales Executive,1,Married,9917,14700,8,No,11,4,1,1,29,5,3,29,3,4,0,College,Outstanding,Low,Very High,High,20+ yrs,46-55,6K-10K,0,2.25,1,0.4188,Medium
868,39,Yes,Travel_Rarely,792,Sales,25,2,Life Sciences,2,Female,94,2,2,Sales Executive,2,Married,8472,25990,0,No,15,4,1,0,37,3,2,37,12,14,6,College,Outstanding,Medium,Medium,Medium,20+ yrs,36-45,6K-10K,1,1.75,1,0.6025,High
869,20,Yes,Travel_Rarely,1140,Research & Development,19,2,Medical,4,Male,63,4,4,Research Director,3,Single,2471,22516,0,Yes,16,3,2,2,14,3,4,14,13,14,1,College,Excellent,High,Very High,Very High,10-20 yrs,18-25,<3K,1,3.25,1,0.5514,Medium
870,23,Yes,Non-Travel,1491,Human Resources,29,4,Human Resources,1,Male,52,4,3,Human Resources,1,Married,19704,20618,0,No,25,3,2,2,24,4,2,24,5,9,2,Master,Excellent,Low,Low,Medium,20+ yrs,18-25,15K+,1,1.5,1,0.5687,Medium
871,32,Yes,Non-Travel,224,Research & Development,20,5,Human Resources,1,Female,36,4,4,Research Scientist,4,Married,11190,12964,0,Yes,23,3,3,3,5,4,2,5,2,6,1,Doctor,Excellent,Very High,Low,Medium,3-6 yrs,26-35,10K-15K,1,2.5,1,0.619,High
872,44,Yes,Travel_Rarely,1435,Sales,1,3,Medical,1,Female,94,4,4,Sales Representative,4,Married,12995,3962,8,Yes,20,3,2,1,17,2,2,17,12,4,8,Bachelor,Excellent,Very High,Low,Medium,10-20 yrs,36-45,10K-15K,1,2.25,1,0.6349,High
873,27,Yes,Non-Travel,311,Research & Development,17,1,Human Resources,1,Male,47,4,3,Research Director,2,Single,4388,19193,0,No,23,3,4,0,0,1,2,0,0,8,0,Below College,Excellent,Medium,Low,Medium,<1 yr,26-35,3K-6K,1,2.25,1,0.6871,High
874,26,No,Non-Travel,571,Research & Development,20,3,Medical,1,Female,37,2,5,Healthcare Representative,4,Married,17485,8473,6,No,21,3,4,2,2,6,3,2,0,11,0,Bachelor,Excellent,Very High,Low,High,1-3 yrs,26-35,15K+,0,3.0,0,0.3297,Medium
875,50,Yes,Non-Travel,848,Sales,18,5,Other,1,Male,71,1,2,Manager,4,Single,18393,9483,5,Yes,12,3,1,2,16,2,4,16,4,3,3,Doctor,Excellent,Very High,Low,Very High,10-20 yrs,46-55,15K+,1,2.5,1,0.622,High
876,49,No,Travel_Rarely,599,Sales,8,3,Life Sciences,1,Male,30,2,1,Sales Representative,4,Married,19929,6415,8,No,24,3,1,2,7,0,3,7,3,0,2,Bachelor,Excellent,Very High,Low,High,6-10 yrs,46-55,15K+,0,2.25,0,0.2546,Low
877,23,No,Travel_Rarely,910,Research & Development,13,4,Life Sciences,4,Female,44,2,1,Research Scientist,1,Single,19999,25002,8,No,25,4,2,0,39,0,3,39,13,9,13,Master,Outstanding,Low,Very High,High,20+ yrs,18-25,15K+,0,2.5,1,0.2944,Low
878,58,No,Travel_Rarely,988,Research & Development,4,2,Life Sciences,4,Male,57,4,1,Manager,3,Divorced,11009,17848,3,No,16,3,2,2,16,3,3,16,12,11,10,College,Excellent,High,Very High,High,10-20 yrs,55+,10K-15K,0,3.0,0,0.2218,Low
879,53,No,Travel_Rarely,1304,Sales,19,5,Medical,4,Male,65,1,2,Manager,2,Married,19999,10705,8,No,24,3,4,2,24,3,2,24,13,4,5,Doctor,Excellent,Medium,Very High,Medium,20+ yrs,46-55,15K+,0,3.0,1,0.2755,Low
880,19,No,Travel_Rarely,1310,Sales,3,5,Medical,4,Male,75,4,5,Sales Executive,3,Married,12912,26909,5,No,19,3,1,0,40,1,1,40,7,0,5,Doctor,Excellent,High,Very High,Low,20+ yrs,18-25,10K-15K,0,2.25,0,0.3599,Medium
881,46,No,Non-Travel,1257,Sales,6,3,Technical Degree,2,Female,50,2,4,Sales Executive,3,Married,16702,12704,4,No,24,3,2,2,11,3,2,11,7,11,2,Bachelor,Excellent,High,Medium,Medium,10-20 yrs,46-55,15K+,0,2.25,0,0.2764,Low
882,21,No,Travel_Rarely,274,Research & Development,28,4,Human Resources,2,Male,78,1,3,Research Director,3,Single,19999,23203,8,No,14,3,4,0,28,5,3,28,14,12,2,Master,Excellent,High,Medium,High,20+ yrs,18-25,15K+,0,3.0,0,0.3855,Medium
883,18,Yes,Travel_Rarely,1384,Sales,29,3,Human Resources,3,Female,68,3,5,Sales Executive,1,Single,1193,18391,6,No,13,3,1,3,24,0,2,24,18,0,10,Bachelor,Excellent,Low,High,Medium,20+ yrs,18-25,<3K,1,1.75,1,0.4976,Medium
884,36,Yes,Travel_Rarely,416,Sales,6,3,Technical Degree,2,Male,67,4,1,Sales Representative,4,Divorced,12612,24199,8,Yes,19,4,4,0,35,1,4,35,0,0,0,Bachelor,Outstanding,Very High,Medium,Very High,20+ yrs,36-45,10K-15K,1,3.5,1,0.6376,High
885,43,No,Travel_Rarely,1100,Research & Development,22,5,Technical Degree,4,Male,38,3,2,Healthcare Representative,2,Divorced,11074,14451,4,No,12,3,4,3,24,0,4,24,21,0,16,Doctor,Excellent,Medium,Very High,Very High,20+ yrs,36-45,10K-15K,0,3.5,1,0.2778,Low
886,42,Yes,Non-Travel,923,Sales,6,3,Life Sciences,4,Female,49,3,2,Sales Representative,3,Single,5566,26516,3,Yes,22,3,1,0,28,4,2,28,1,7,0,Bachelor,Excellent,High,Very High,Medium,20+ yrs,36-45,3K-6K,1,2.5,1,0.6402,High
887,27,No,Travel_Rarely,969,Research & Development,24,2,Technical Degree,1,Male,37,3,3,Manufacturing Director,4,Married,6835,15068,9,No,19,3,4,1,10,4,2,10,1,1,1,College,Excellent,Very High,Low,Medium,6-10 yrs,26-35,6K-10K,0,2.75,0,0.2975,Low
888,32,No,Travel_Rarely,1030,Sales,8,3,Medical,1,Female,43,3,4,Sales Executive,1,Married,6609,23798,2,Yes,21,3,2,2,3,1,1,3,2,8,2,Bachelor,Excellent,Low,Low,Low,1-3 yrs,26-35,6K-10K,0,1.25,1,0.4197,Medium
889,39,Yes,Non-Travel,986,Sales,25,2,Marketing,3,Male,91,1,5,Manager,3,Married,5497,12320,4,No,20,4,4,3,13,2,2,13,7,6,0,College,Outstanding,High,High,Medium,10-20 yrs,36-45,3K-6K,1,3.0,1,0.5583,Medium
890,38,No,Travel_Frequently,368,Sales,17,5,Medical,2,Female,64,4,5,Sales Representative,4,Single,3339,15208,8,No,21,3,2,2,37,5,2,37,2,13,2,Doctor,Excellent,Very High,Medium,Medium,20+ yrs,36-45,3K-6K,0,2.5,0,0.388,Medium
891,39,No,Travel_Frequently,569,Research & Development,10,4,Technical Degree,4,Male,84,1,5,Research Scientist,1,Single,12273,21330,2,Yes,21,3,3,2,16,6,1,16,13,10,2,Master,Excellent,Low,Very High,Low,10-20 yrs,36-45,10K-15K,0,2.25,1,0.5328,Medium
892,53,No,Travel_Rarely,323,Research & Development,24,2,Human Resources,2,Male,74,4,4,Research Scientist,4,Single,6147,24120,0,No,12,3,3,0,1,5,2,1,1,2,1,College,Excellent,Very High,Medium,Medium,<1 yr,46-55,6K-10K,0,2.75,0,0.3997,Medium
893,51,No,Travel_Frequently,1375,Research & Development,5,4,Medical,3,Male,50,4,4,Laboratory Technician,2,Divorced,1145,3844,1,Yes,24,3,3,1,7,6,2,7,0,8,0,Master,Excellent,Medium,High,Medium,6-10 yrs,46-55,<3K,0,2.5,1,0.5776,Medium
894,47,No,Non-Travel,1187,Research & Development,19,4,Human Resources,1,Male,82,4,4,Manager,4,Married,13404,21995,9,No,23,4,4,0,35,3,2,35,7,3,2,Master,Outstanding,Very High,Low,Medium,20+ yrs,46-55,10K-15K,0,2.75,0,0.3604,Medium
895,42,No,Non-Travel,1074,Research & Development,11,2,Medical,4,Female,83,1,3,Manager,4,Married,11304,17257,4,No,21,3,3,2,9,6,2,9,0,6,0,College,Excellent,Very High,Very High,Medium,6-10 yrs,36-45,10K-15K,0,3.25,0,0.3277,Medium
896,45,No,Non-Travel,1006,Sales,10,5,Human Resources,1,Male,72,2,2,Sales Representative,2,Divorced,19999,9559,2,No,24,3,3,0,6,1,2,6,6,14,6,Doctor,Excellent,Medium,Low,Medium,3-6 yrs,36-45,15K+,0,2.0,1,0.3207,Medium
897,18,No,Travel_Rarely,929,Sales,3,1,Other,4,Male,35,3,1,Sales Representative,2,Married,8694,26568,5,No,25,3,4,3,35,5,3,35,15,2,8,Below College,Excellent,Medium,Very High,High,20+ yrs,18-25,6K-10K,0,3.25,1,0.2514,Low
898,21,Yes,Non-Travel,1247,Research & Development,22,4,Medical,1,Male,84,2,4,Research Scientist,4,Divorced,5157,24070,7,Yes,20,3,1,1,15,6,2,15,9,4,2,Master,Excellent,Very High,Low,Medium,10-20 yrs,18-25,3K-6K,1,2.0,1,0.6124,High
899,24,Yes,Travel_Frequently,337,Sales,24,4,Human Resources,1,Male,73,2,2,Sales Representative,2,Married,10909,21449,5,No,13,3,4,2,13,3,1,13,4,12,2,Master,Excellent,Medium,Low,Low,10-20 yrs,18-25,10K-15K,1,2.0,1,0.5493,Medium
900,26,Yes,Non-Travel,174,Sales,10,5,Marketing,3,Female,97,2,4,Sales Executive,4,Single,18824,11294,9,No,23,3,2,0,15,0,2,15,9,3,1,Doctor,Excellent,Very High,High,Medium,10-20 yrs,26-35,15K+,1,2.75,1,0.5778,Medium
901,53,Yes,Travel_Rarely,599,Sales,2,5,Life Sciences,2,Male,33,3,1,Sales Executive,3,Divorced,1590,2679,8,No,17,3,4,3,24,6,3,24,24,12,16,Doctor,Excellent,High,Medium,High,20+ yrs,46-55,<3K,1,3.0,1,0.6251,High
902,36,No,Travel_Rarely,367,Sales,28,3,Medical,1,Female,92,2,4,Sales Representative,4,Married,2120,9190,5,No,12,3,1,1,40,2,1,40,24,5,8,Bachelor,Excellent,Very High,Low,Low,20+ yrs,36-45,<3K,0,1.75,1,0.5293,Medium
903,18,No,Travel_Rarely,1086,Sales,9,5,Marketing,4,Female,87,3,2,Sales Representative,1,Single,19999,7347,4,No,11,3,3,0,3,3,1,3,3,11,1,Doctor,Excellent,Low,Very High,Low,1-3 yrs,18-25,15K+,0,2.25,1,0.51,Medium
904,27,No,Travel_Rarely,1173,Research & Development,5,4,Life Sciences,2,Female,83,3,3,Research Scientist,2,Single,10909,14725,3,No,19,3,4,0,28,4,2,28,5,12,5,Master,Excellent,Medium,Medium,Medium,20+ yrs,26-35,10K-15K,0,2.5,1,0.5425,Medium
905,53,No,Travel_Rarely,1182,Research & Development,21,2,Medical,2,Male,67,3,1,Laboratory Technician,3,Single,6564,13561,1,Yes,16,3,3,2,5,6,4,5,5,8,2,College,Excellent,High,Medium,Very High,3-6 yrs,46-55,6K-10K,0,3.0,1,0.4822,Medium
906,26,No,Travel_Rarely,822,Research & Development,17,1,Marketing,1,Female,89,4,2,Laboratory Technician,2,Married,4954,22431,5,No,19,3,2,3,0,4,3,0,0,14,0,Below College,Excellent,Medium,Low,High,<1 yr,26-35,3K-6K,0,2.0,1,0.5619,Medium
907,59,Yes,Travel_Rarely,1195,Research & Development,6,3,Marketing,1,Female,81,4,5,Laboratory Technician,2,Divorced,16213,15571,1,Yes,22,3,1,1,38,0,4,38,3,4,0,Bachelor,Excellent,Medium,Low,Very High,20+ yrs,55+,15K+,1,2.0,1,0.6692,High
908,49,No,Travel_Rarely,289,Research & Development,29,2,Other,1,Female,58,2,5,Manufacturing Director,2,Divorced,14949,13015,4,No,13,4,3,0,0,1,2,0,0,14,0,College,Outstanding,Medium,Low,Medium,<1 yr,46-55,10K-15K,0,2.0,1,0.6219,High
909,49,Yes,Travel_Rarely,1095,Sales,11,1,Marketing,2,Male,69,4,5,Sales Executive,1,Divorced,12183,2009,0,Yes,13,3,3,1,39,3,3,39,3,0,0,Below College,Excellent,Low,Medium,High,20+ yrs,46-55,10K-15K,1,2.25,1,0.6864,High
910,23,No,Travel_Frequently,665,Research & Development,27,1,Other,3,Female,37,3,3,Manager,1,Single,15538,17987,2,No,20,4,3,3,2,6,4,2,1,12,0,Below College,Outstanding,Low,High,Very High,1-3 yrs,18-25,15K+,0,2.75,1,0.5197,Medium
911,55,Yes,Travel_Rarely,1092,Research & Development,5,1,Technical Degree,1,Female,64,4,4,Healthcare Representative,4,Married,14549,14445,9,Yes,22,3,3,2,0,6,3,0,0,4,0,Below College,Excellent,Very High,Low,High,<1 yr,46-55,10K-15K,1,2.75,1,0.621,High
912,34,Yes,Travel_Rarely,835,Sales,7,2,Human Resources,2,Female,45,3,4,Manager,1,Single,9935,17203,4,No,13,3,4,2,0,0,2,0,0,4,0,College,Excellent,Low,Medium,Medium,<1 yr,26-35,6K-10K,1,2.25,1,0.7223,High
913,27,Yes,Travel_Rarely,255,Research & Development,7,3,Life Sciences,2,Male,47,1,4,Manager,2,Divorced,1766,13023,6,No,12,3,1,2,38,6,3,38,1,8,0,Bachelor,Excellent,Medium,Medium,High,20+ yrs,26-35,<3K,1,2.0,1,0.6733,High
914,44,No,Travel_Rarely,772,Research & Development,4,3,Human Resources,4,Male,88,4,3,Healthcare Representative,3,Married,14696,24847,7,No,23,4,1,1,20,4,2,20,10,7,4,Bachelor,Outstanding,High,Very High,Medium,10-20 yrs,36-45,10K-15K,0,2.5,0,0.2046,Low
915,52,No,Travel_Frequently,1208,Research & Development,21,1,Human Resources,1,Female,63,2,5,Manufacturing Director,3,Married,3621,7321,6,No,21,3,3,1,29,6,4,29,29,4,1,Below College,Excellent,High,Low,Very High,20+ yrs,46-55,3K-6K,0,2.75,0,0.3855,Medium
916,38,No,Non-Travel,168,Research & Development,10,2,Other,3,Male,33,1,4,Laboratory Technician,3,Married,17721,22600,6,No,16,3,1,0,31,6,3,31,3,4,1,College,Excellent,High,High,High,20+ yrs,36-45,15K+,0,2.5,0,0.2936,Low
